name,price,images
父与子的编程之旅：与小卡特一起学Python,54.50,
Python自然语言处理,62.80,
Selenium 2自动化测试实战 基于Python语言,46.50,
Python与量化投资：从基础到实战,78.00,
Python基础教程 第3版Python简明教程书籍 Python编程从入门到实践 灵程序设计丛书,71.80,
码农翻身：用故事给技术加点料,48.70,
Python游戏编程入门,38.60,
Python程序员面试算法宝典,52.20,
Python测试之道,47.10,
Python 黑帽子：黑客与渗透测试编程之道,43.40,
Python 3网络爬虫开发实战 Scrapy数据分析处理手册 数据抓取指南python程序设计正版,71.50,
深入浅出Python机器学习,49.40,
Python深度学习,94.00,
Effective Python：编写高质量Python代码的59个有效方法,46.50,
算法图解,38.70,
3本 Python编程从入门到实践+Python核心编程 第3版+Python 3标准库,278.00,
Python数据科学手册,86.10,
贝叶斯思维 统计建模的Python学习法,38.60,
数据结构与算法：Python语言实现,96.70,
NLTK基础教程 用NLTK和Python库构建机器学习应用,32.90,
Python 3.0科学计算指南,50.40,
2018APython数据挖掘入门与实践 Robert Layton,44.80,
Python编程 从入门到实践 [美]埃里克·马瑟斯(Eric Matthes),67.80,
Python基础编程 Python视频教程 Python编程从零基础到项目实战 python爬虫 p,48.00,
【假一罚十】流畅的Python  python进阶书籍 计算机编程语言 数据分析从入门到实践爬虫核心,90.00,
Python与量化投资,66.30,
Python网络数据爬取及分析从入门到精通（爬取篇）,47.20,
Python编程：从数据分析到数据科学 朝乐门,47.50,
Python编程导论 第2版,49.30,
Python 3爬虫 数据清洗与可视化实战 零一 Python3网络爬虫开发实战教程书籍,31.90,
Python学习手册,82.10,
Python可以这样学 董付国 9787302456469,40.02,
Python全栈数据工程师养成攻略（视频讲解版）,47.20,
Python参考手册（第4版·修订版）python学习手册核心编程 python参考书 pytho,53.20,
包邮 PySpark实战指南：利用Python和Spark构建数据密集型|6877019,34.30,
Python学习手册 原书第5版(2册) +利用Python进行数据分析(pyt,222.10,
Python深度学习 基于TensorFlow 深度学习框架教程书籍,56.60,
Python从菜鸟到高手,79.40,
Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材,49.30,
Python机器学习与量化投资+量化投资 以Python为工具+零起点Python大数据与量化交易,207.60,
和孩子一起玩编程 中小学编程入门书 趣学python编程入门零基础教孩子学编程的书 少儿小学生儿童趣,50.00,
Python 3.7从零开始学 全程视频教学 兄弟连教育组织编写书籍,54.60,
Python网络数据采集（第2版影印版 英文版）,72.30,
"正版现货2K 9787111351559 Python语言在Abaqus中的应用 曹金凤,王旭春,",35.00,
Python机器学习基础教程,57.70,
现货正版 Python深度学习：基于TensorFlow/程语言与程序设计计算机书籍|8052596,55.30,
包邮 Python游戏编程入门 +Python游戏编程快速上手 第4版 2本,89.00,
包邮 量化投资 以Python为工具 Python语言处理 数据Python金融 量化投资,65.80,
Python编程之美 最佳实践指南 Python百科学习指南书籍,57.60,
包邮 PySpark实战指南：利用Python和Spark构建数据密集型|6877019,34.30,
正版现货 Python量化交易实战入门与技巧  王征;李晓波  中国铁道出版社 97871,36.50,
2本 Python编程从入门到实践+Python学习手册,230.20,
教孩子学编程+父与子的编程之旅:与小卡特一起学PythonPython语言版python y,95.60,
Python漫游指南（影印版 英文版）,71.50,
Python编程 从入门到实践 核心编程语言书籍 计算机程序设计从零到精通到实践手册,69.90,
和孩子一起玩编程 中小学编程入门书 趣学python编程入门零基础教孩子学编程的书,49.50,
毫无障碍学Python,38.20,
包邮 预测分析：Python语言实现 计算机与互联网 书箱|6265538,41.30,
算法图解 代码示例基于Python 掌握算法设计与分析 像小说一样有趣算法入门,35.00,
机器学习 使用OpenCV和Python进行智能图像处理,51.50,
包邮Python数据科学：技术详解与商业实践 Python基本数据计算机编程书籍|8049590,69.30,
【现货】 数据结构 Python语言描述 大学教材,68.40,
包邮Python 3网络爬虫开发实战+Python网络爬虫从入门到实践教程书籍,108.00,
Python测试驱动开发第二版+自动化平台测试开发 Python测试开发实战 共2册书籍,140.80,
包邮 数据结构与算法：Python语言实现 计算机与互联网 书箱|1016124,76.30,
Python数据科学手册,76.30,
Python程序设计入门到实战,54.40,
Python编程从入门到精通 Python基础教程,63.99,
Flask Web开发:基于Python的Web应用开发实战 第2版,50.40,
Python带我起飞 入门、进阶、商业实战,59.00,
贝叶斯方法 概率编程与贝叶斯推断,46.60,
【正版】深度学习入门 基于Python的理论与实现 斋藤康毅 Python源代码分析书籍,38.30,
Python爬虫开发 从入门到实战（微课版）,39.30,
Abaqus GUI程序开发指南 Python语言,46.60,
包邮 Python爬虫开发与项目实战 计算机与互联网 书箱|5894193,55.30,
Python与量化投资：从基础到实战,77.90,
Python可以这样学,44.10,
精通Python设计模式,35.50,
我的Python世界,50.40,
计算机科学量化投资：以Python为工具,59.40,
包邮 Python程序员面试算法宝典+剑指Offer 名企面试官精讲典型编程题书籍 2本,94.60,
深度实践OpenStack：基于Python的OpenStack组件开发,62.30,
Python数据科学导论：概念、技术与应用,48.70,
包邮 Python编程之美 最佳实践指南 Python基础教程书籍流畅的Python 深入学习,61.60,
OpenCV+TensorFlow深度学习与计算机视觉实战 Python网络爬虫实战深度学习实践,172.00,
Python程序设计案例教程：从入门到机器学习（微课版）,41.70,
Python深度学习,50.20,
ABAQUS Python二次开发攻略 CAE分析大系,42.70,
现货 数据科学实战手册(R+Python) R语言实战 python3爬虫数据分析挖掘工程,45.00,
Python程序设计（原书第2版）,105.60,
PYTHON设计模式,63.60,
"Python3程序开发指南(第2版,修订版)",51.80,
Python编程从入门到精通 Python基础教程,63.99,
从零开始学PYTHON数据分析与挖掘,58.90,
2本 我的Python世界+Python游戏编程入门,84.30,
Python物理建模初学者指南,49.40,
Python参考手册（第4版·修订版）程序设计算法Python基础教程核心编程经典著作,64.10,
趣学Python,44.30,
Python面向对象编程指南,53.00,
教孩子学编程+父与子的编程之旅:与小卡特一起学PythonPython语言版python,95.60,
【正版特价】数据结构与算法：Python语言描述|230046,21.60,
量化投资：以Python为工具 Python语言处理 数据Python金融 量化投资,65.00,
Python Web开发实战 python搭建web服务器 编程实战,78.50,
Python地理空间分析指南(第2版),59.30,
Effective Python,46.60,
Python编程入门（第3版）,30.80,
现货 Python3 网络爬虫开发实战  Scrapy数据分析处理手册 数据抓取指南,66.00,
零起点Python足彩大数据与机器学习实盘分析,67.30,
Python 3网络爬虫开发实战 Scrapy数据分析处理手册 数据抓取指南python程序设计正版,64.30,
包邮 R语言实战 第2版+利用Python进行数据分析（原书第2版） 2本,159.50,
像计算机科学家一样思考Python(第2版),35.80,
【正版包邮】利用Python进行数据分析(美)麦金尼著 python基础教程/python数据分析,56.90,
Python云原生：构建应对海量用户数据的高可扩展Web应用,74.50,
数据科学实战手册 R+Python,39.60,
python神经网络编程+机器学习两本 人工智能周志华 西瓜书,109.80,
Python3面向对象编程(第2版),67.30,
Python 3.0科学计算指南,57.80,
Python新手使用Django架站的16堂课,70.30,
Python机器学习基础教程,62.40,
基于Python的大数据分析基础及实战(Python3.6版本),46.00,
Python编程基础 闫俊伢 9787115434142,26.10,
Python 3标准库,119.40,
包邮 Python自动化运维：技术与zui佳实践 计算机与互联网 书箱|3804188,48.30,
Python高性能 第2版,46.60,
编程导论 以Python为舟 Python语言编程入门教程书籍,49.80,
Python机器学习算法,52.40,
Python编程快速上手 让繁琐工作自动化 [美] Al Sweigart  斯维加特 9,40.02,
树莓派Python编程入门与实战（第2版）,57.80,
软件架构：Python语言实现,62.30,
包邮 学习OpenCV3 中文版+深度学习与计算机视觉+Python计算机视觉编程+Python语言,248.00,
Python基础教程(第3版) [挪]芒努斯·利·海特兰德(Magnus Lie Hetl,57.42,
图灵程序设计丛书·Python数据分析基础教程：NumPy学习指南（第2版）,38.70,
利用Python进行数据分析 python基础教程 python核心编程学习手册 计算机网络程序,62.00,
【R】Selenium自动化测试 基于 Python 语言 web UI测试入门书籍selen,48.00,
Python数据科学手册,79.60,
中国高校创意创新创业教育系列丛书：Python学习从入门到实践,40.80,
现货 利用Python进行数据分析 python数据分析 python基础教程 企业数据分析,66.00,
Python与数据挖掘,38.10,
Python机器学习,62.30,
Python和Pygame游戏开发指南,39.60,
利用Python进行数据分析（原书第2版）  python数据分析 数据采集数据挖掘精通数据科,96.28,
Django企业开发实战：高效Python Web框架指南+Django 2.0 入门与实践书籍,166.60,
流畅的Python [巴西]卢西亚诺·拉马略(Luciano Ramalho) 97871,80.62,
包邮 Python程序员面试算法宝典+剑指Offer 名企面试官精讲典型编程题书籍 2本,95.00,
从Python开始学编程Vamei电子工业出版社9787121301995,49.00,
零基础入门学习Python 实用·好玩·参与 程序设计核心编程学习手册,35.00,
Python程序设计基础（原书第4版）,85.70,
Head First Python(中文版)第二版 python从入门到实践 python编程,82.00,
包邮 Python自然语言处理实战：核心技术与算法|8004503,48.30,
Flask Web开发:基于Python的Web应用开发实战 第2版,50.40,
Python带我起飞 入门、进阶、商业实战,59.00,
贝叶斯方法 概率编程与贝叶斯推断,46.60,
【正版】深度学习入门 基于Python的理论与实现 斋藤康毅 Python源代码分析书籍,38.30,
Python爬虫开发 从入门到实战（微课版）,39.30,
Abaqus GUI程序开发指南 Python语言,46.60,
包邮 Python爬虫开发与项目实战 计算机与互联网 书箱|5894193,55.30,
Python与量化投资：从基础到实战,77.90,
教孩子学编程Python语言版 python从入门到实践 python核心技术 python零基础入,38.60,
【包邮】Selenium WebDriver3.0 自动化测试框架实战指南 python语言版,51.80,
现货包邮 DevOps和自动化运维实践/Python/Linux/Unix运维书|8053230,62.30,
Selenium自动化测试 基于Python语言 Web测试实战指南,36.60,
OpenCV 3计算机视觉：Python语言实现（原书2版）,38.60,
Python核心编程 第3版,70.70,
程序设计导论：Python语言实践（英文版）,109.20,
Python快速编程入门 传智播客 黑马程序员 python编程从入门到实践基础视频教程核心编程爬虫,32.00,
Python神经网络编程,48.00,
包邮 流畅的Python python语言编程教程书籍 python代码大全,95.80,
Python基础教程 第3版,73.90,
正版 教孩子学编程 Python语言版 零基础学编程 Python入门教程书籍 儿童编程语言启蒙书籍,42.25,
Python数据科学实践指南,46.60,
Python极客项目编程,52.40,
包邮 [按需印刷]编写高质量代码：改善Python程序的91个建议 计算|3770256,59.00,
Python 金融大数据分析 Python编程入门,70.70,
Python数据处理,74.20,
"Python 并行编程手册 [意大利] Giancarlo,Zaccone（詹卡洛 扎克",34.22,
Python数据爬取技术与实战手册+解析Python网络爬虫核心技术Scrapy框架分布式爬虫书,83.80,
